Date,MaxTemp,MinTemp,Rainfall,Latitude,Longitude,LocationName,Month,Week,Season,Monsoon,RollingRain7,RollingRain30,RollingTemp7,RollingTemp30
2021-08-26,27.9,19.9,8.0,12.97,77.59,Bengaluru,8,34,Monsoon,1,7.81,4.12,27.44,27.44
2021-08-27,26.7,20.4,30.8,12.97,77.59,Bengaluru,8,34,Monsoon,1,12.16,5.04,27.23,27.41
2021-08-28,24.7,20.2,7.4,12.97,77.59,Bengaluru,8,34,Monsoon,1,13.03,5.12,26.93,27.32
2021-08-29,25.2,19.9,32.8,12.97,77.59,Bengaluru,8,34,Monsoon,1,14.76,6.2,26.64,27.25
2021-08-30,26.4,19.4,0.7,12.97,77.59,Bengaluru,8,35,Monsoon,1,13.17,6.19,26.57,27.18
2021-08-31,27.9,19.1,0.0,12.97,77.59,Bengaluru,8,35,Monsoon,1,12.77,6.17,26.59,27.19
2021-09-01,27.6,19.4,1.4,12.97,77.59,Bengaluru,9,35,Monsoon,1,11.59,6.18,26.63,27.19
2021-09-02,27.4,19.7,14.6,12.97,77.59,Bengaluru,9,35,Monsoon,1,12.53,6.64,26.56,27.17
2021-09-03,25.3,19.8,12.7,12.97,77.59,Bengaluru,9,35,Monsoon,1,9.94,6.99,26.36,27.09
2021-09-04,24.7,19.5,16.3,12.97,77.59,Bengaluru,9,35,Monsoon,1,11.21,7.37,26.36,26.99
2021-09-05,25.5,19.4,13.7,12.97,77.59,Bengaluru,9,35,Monsoon,1,8.49,7.75,26.4,26.91
2021-09-06,24.5,19.8,2.6,12.97,77.59,Bengaluru,9,36,Monsoon,1,8.76,7.64,26.13,26.79
2021-09-07,25.6,19.1,2.1,12.97,77.59,Bengaluru,9,36,Monsoon,1,9.06,7.58,25.8,26.7
2021-09-08,27.3,19.7,2.0,12.97,77.59,Bengaluru,9,36,Monsoon,1,9.14,7.6,25.76,26.67
2021-09-09,27.5,19.1,1.0,12.97,77.59,Bengaluru,9,36,Monsoon,1,7.2,7.51,25.77,26.67
2021-09-10,27.4,18.8,0.3,12.97,77.59,Bengaluru,9,36,Monsoon,1,5.43,7.26,26.07,26.65
2021-09-11,27.1,19.4,1.0,12.97,77.59,Bengaluru,9,36,Monsoon,1,3.24,7.0,26.41,26.67
2021-09-12,25.5,19.7,4.8,12.97,77.59,Bengaluru,9,36,Monsoon,1,1.97,6.92,26.41,26.59
2021-09-13,27.2,19.9,1.7,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.84,6.93,26.8,26.59
2021-09-14,28.0,20.3,1.0,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.69,6.93,27.14,26.64
2021-09-15,28.1,19.2,1.6,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.63,6.93,27.26,26.69
2021-09-16,27.7,19.3,0.6,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.57,6.91,27.29,26.77
2021-09-17,28.6,19.4,0.1,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.54,6.8,27.46,26.81
2021-09-18,28.3,19.1,0.0,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.4,6.8,27.63,26.88
2021-09-19,28.9,20.4,4.1,12.97,77.59,Bengaluru,9,37,Monsoon,1,1.3,6.92,28.11,26.9
2021-09-20,27.9,20.2,1.4,12.97,77.59,Bengaluru,9,38,Monsoon,1,1.26,6.92,28.21,26.94
2021-09-21,28.4,20.1,1.0,12.97,77.59,Bengaluru,9,38,Monsoon,1,1.26,6.27,28.27,26.98
2021-09-22,27.9,19.6,1.7,12.97,77.59,Bengaluru,9,38,Monsoon,1,1.27,5.93,28.24,27.01
2021-09-23,28.5,19.9,1.9,12.97,77.59,Bengaluru,9,38,Monsoon,1,1.46,5.9,28.36,27.03
2021-09-24,28.2,19.9,5.7,12.97,77.59,Bengaluru,9,38,Monsoon,1,2.26,5.77,28.3,27.06
2021-09-25,27.6,19.7,7.5,12.97,77.59,Bengaluru,9,38,Monsoon,1,3.33,5.75,28.2,27.05
2021-09-26,27.6,19.6,3.7,12.97,77.59,Bengaluru,9,38,Monsoon,1,3.27,4.85,28.01,27.08
2021-09-27,26.7,19.6,5.9,12.97,77.59,Bengaluru,9,39,Monsoon,1,3.91,4.8,27.84,27.15
2021-09-28,27.0,19.0,0.5,12.97,77.59,Bengaluru,9,39,Monsoon,1,3.84,3.72,27.64,27.21
2021-09-29,27.5,18.8,0.4,12.97,77.59,Bengaluru,9,39,Monsoon,1,3.66,3.71,27.59,27.25
2021-09-30,26.5,19.1,5.7,12.97,77.59,Bengaluru,9,39,Monsoon,1,4.2,3.9,27.3,27.2
2021-10-01,27.7,19.5,12.3,12.97,77.59,Bengaluru,10,39,Post-Monsoon,0,5.14,4.26,27.23,27.2
2021-10-02,27.9,20.2,12.4,12.97,77.59,Bengaluru,10,39,Post-Monsoon,0,5.84,4.19,27.27,27.22
2021-10-03,28.2,20.6,2.0,12.97,77.59,Bengaluru,10,39,Post-Monsoon,0,5.6,3.83,27.36,27.32
2021-10-04,28.4,19.7,1.8,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,5.01,3.35,27.6,27.44
2021-10-05,28.3,19.8,5.3,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,5.7,3.07,27.79,27.53
2021-10-06,23.8,20.2,55.6,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,13.59,4.84,27.26,27.51
2021-10-07,27.6,19.5,5.5,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,13.56,4.95,27.41,27.58
2021-10-08,26.4,20.2,9.7,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,13.19,5.21,27.23,27.55
2021-10-09,25.5,19.9,9.9,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,12.83,5.5,26.89,27.48
2021-10-10,27.0,19.6,7.4,12.97,77.59,Bengaluru,10,40,Post-Monsoon,0,13.6,5.74,26.71,27.47
2021-10-11,26.0,19.5,17.7,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,15.87,6.3,26.37,27.43
2021-10-12,24.6,19.8,30.1,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,19.41,7.14,25.84,27.4
2021-10-13,25.6,19.5,10.9,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,13.03,7.45,26.1,27.35
2021-10-14,26.9,19.0,18.6,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,14.9,8.03,26.0,27.31
2021-10-15,27.3,19.1,13.9,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,15.5,8.44,26.13,27.28
2021-10-16,27.7,19.9,11.2,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,15.69,8.8,26.44,27.28
2021-10-17,27.4,19.7,5.5,12.97,77.59,Bengaluru,10,41,Post-Monsoon,0,15.41,8.98,26.5,27.24
2021-10-18,26.8,20.0,5.8,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,13.71,9.17,26.61,27.19
2021-10-19,26.8,19.6,0.7,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,9.51,9.06,26.93,27.12
2021-10-20,28.1,20.4,11.9,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,9.66,9.41,27.29,27.13
2021-10-21,28.1,19.3,7.0,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,8.0,9.61,27.46,27.12
2021-10-22,27.7,18.1,3.0,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,6.44,9.65,27.51,27.11
2021-10-23,27.5,18.8,9.5,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,6.2,9.9,27.49,27.08
2021-10-24,26.4,17.9,13.1,12.97,77.59,Bengaluru,10,42,Post-Monsoon,0,7.29,10.15,27.34,27.02
2021-10-25,26.8,18.0,0.9,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,6.59,9.93,27.34,26.99
2021-10-26,26.4,17.9,0.5,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,6.56,9.82,27.29,26.95
2021-10-27,26.8,18.1,0.0,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,4.86,9.63,27.1,26.96
2021-10-28,26.9,17.2,0.0,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,3.86,9.61,26.93,26.95
2021-10-29,26.0,18.7,7.1,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,4.44,9.83,26.69,26.9
2021-10-30,27.4,19.3,2.6,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,3.46,9.73,26.67,26.93
2021-10-31,27.3,19.2,4.6,12.97,77.59,Bengaluru,10,43,Post-Monsoon,0,2.24,9.47,26.8,26.92
2021-11-01,23.9,18.8,4.9,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,2.81,9.22,26.39,26.79
2021-11-02,25.5,19.4,0.5,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,2.81,9.17,26.26,26.7
2021-11-03,25.6,19.2,7.8,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,3.93,9.37,26.09,26.6
2021-11-04,26.6,19.4,2.8,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,4.33,9.29,26.04,26.55
2021-11-05,25.8,18.5,11.0,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,4.89,7.8,26.01,26.61
2021-11-06,26.3,18.8,0.5,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,4.59,7.64,25.86,26.57
2021-11-07,24.1,18.9,1.0,12.97,77.59,Bengaluru,11,44,Post-Monsoon,0,4.07,7.35,25.4,26.49
2021-11-08,24.3,19.1,3.6,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,3.89,7.14,25.46,26.45
2021-11-09,23.8,17.8,0.0,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,3.81,6.89,25.21,26.35
2021-11-10,22.3,17.2,1.9,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,2.97,6.36,24.74,26.22
2021-11-11,19.1,17.2,20.4,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,5.49,6.04,23.67,26.04
2021-11-12,23.6,17.6,5.7,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,4.73,5.87,23.36,25.97
2021-11-13,25.6,19.3,18.9,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,7.36,5.88,23.26,25.93
2021-11-14,25.6,19.0,11.9,12.97,77.59,Bengaluru,11,45,Post-Monsoon,0,8.91,5.81,23.47,25.87
2021-11-15,26.3,19.0,17.8,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,10.94,6.03,23.76,25.83
2021-11-16,25.7,19.6,25.4,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,14.57,6.69,24.03,25.77
2021-11-17,26.5,19.2,13.3,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,16.2,6.94,24.63,25.76
2021-11-18,21.1,19.4,69.6,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,23.23,9.24,24.91,25.57
2021-11-19,22.4,19.2,31.4,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,26.9,9.89,24.74,25.38
2021-11-20,24.8,19.7,7.5,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,25.27,9.91,24.63,25.27
2021-11-21,26.6,19.4,17.9,12.97,77.59,Bengaluru,11,46,Post-Monsoon,0,26.13,10.4,24.77,25.23
2021-11-22,26.4,18.4,8.8,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,24.84,10.38,24.79,25.2
2021-11-23,27.0,19.2,1.0,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,21.36,9.98,24.97,25.22
2021-11-24,26.5,18.6,0.4,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,19.51,9.96,24.97,25.21
2021-11-25,26.2,18.6,0.0,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,9.57,9.94,25.7,25.2
2021-11-26,25.5,18.0,0.0,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,5.09,9.94,26.14,25.16
2021-11-27,21.7,18.6,5.1,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,4.74,10.11,25.7,24.98
2021-11-28,23.9,19.4,4.4,12.97,77.59,Bengaluru,11,47,Post-Monsoon,0,2.81,10.02,25.31,24.91
2021-11-29,24.1,19.3,1.4,12.97,77.59,Bengaluru,11,48,Post-Monsoon,0,1.76,9.98,24.99,24.8
2021-11-30,25.0,19.3,1.4,12.97,77.59,Bengaluru,11,48,Post-Monsoon,0,1.81,9.88,24.7,24.73
2021-12-01,25.5,18.6,1.0,12.97,77.59,Bengaluru,12,48,Winter,0,1.9,9.75,24.56,24.78
2021-12-02,25.9,19.3,3.9,12.97,77.59,Bengaluru,12,48,Winter,0,2.46,9.86,24.51,24.79
2021-12-03,26.4,18.4,1.8,12.97,77.59,Bengaluru,12,48,Winter,0,2.71,9.66,24.64,24.82
2021-12-04,25.1,18.2,4.2,12.97,77.59,Bengaluru,12,48,Winter,0,2.59,9.71,25.13,24.77
2021-12-05,26.7,17.8,1.2,12.97,77.59,Bengaluru,12,48,Winter,0,2.13,9.38,25.53,24.8
2021-12-06,25.8,18.1,0.7,12.97,77.59,Bengaluru,12,49,Winter,0,2.03,9.39,25.77,24.78
2021-12-07,26.6,17.9,0.1,12.97,77.59,Bengaluru,12,49,Winter,0,1.84,9.36,26.0,24.87
2021-12-08,26.8,17.3,0.0,12.97,77.59,Bengaluru,12,49,Winter,0,1.7,9.24,26.19,24.95
2021-12-09,26.6,19.1,0.5,12.97,77.59,Bengaluru,12,49,Winter,0,1.21,9.25,26.29,25.04
2021-12-10,26.1,17.7,0.0,12.97,77.59,Bengaluru,12,49,Winter,0,0.96,9.19,26.24,25.17
2021-12-11,25.4,18.7,2.3,12.97,77.59,Bengaluru,12,49,Winter,0,0.69,8.59,26.29,25.38
2021-12-12,25.2,17.2,0.4,12.97,77.59,Bengaluru,12,49,Winter,0,0.57,8.41,26.07,25.43
2021-12-13,25.1,18.2,1.2,12.97,77.59,Bengaluru,12,50,Winter,0,0.64,7.82,25.97,25.42
2021-12-14,25.0,18.2,0.8,12.97,77.59,Bengaluru,12,50,Winter,0,0.74,7.45,25.74,25.4
2021-12-15,25.3,17.5,0.0,12.97,77.59,Bengaluru,12,50,Winter,0,0.74,6.86,25.53,25.36
2021-12-16,25.6,17.3,0.0,12.97,77.59,Bengaluru,12,50,Winter,0,0.67,6.01,25.39,25.36
2021-12-17,25.8,16.9,0.0,12.97,77.59,Bengaluru,12,50,Winter,0,0.67,5.57,25.34,25.34
2021-12-18,25.3,15.8,0.0,12.97,77.59,Bengaluru,12,50,Winter,0,0.34,3.25,25.33,25.48
2021-12-19,24.2,14.1,0.0,12.97,77.59,Bengaluru,12,50,Winter,0,0.29,2.2,25.19,25.54
2021-12-20,24.4,13.2,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.11,1.95,25.09,25.52
2021-12-21,24.9,14.4,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.35,25.07,25.47
2021-12-22,25.5,13.8,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.06,25.1,25.44
2021-12-23,26.2,14.3,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.03,25.19,25.41
2021-12-24,26.6,13.6,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.01,25.3,25.41
2021-12-25,27.7,13.0,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.01,25.64,25.46
2021-12-26,27.7,14.5,0.0,12.97,77.59,Bengaluru,12,51,Winter,0,0.0,1.01,26.14,25.54
2021-12-27,26.1,15.4,0.0,12.97,77.59,Bengaluru,12,52,Winter,0,0.0,0.84,26.39,25.68
2021-12-28,26.1,15.5,0.0,12.97,77.59,Bengaluru,12,52,Winter,0,0.0,0.7,26.56,25.76
2021-12-29,26.1,16.8,0.0,12.97,77.59,Bengaluru,12,52,Winter,0,0.0,0.65,26.64,25.82
2021-12-30,26.0,15.2,0.6,12.97,77.59,Bengaluru,12,52,Winter,0,0.09,0.62,26.61,25.86
2021-12-31,26.2,18.0,2.4,12.97,77.59,Bengaluru,12,52,Winter,0,0.43,0.67,26.56,25.88
2022-01-01,25.9,18.1,2.3,12.97,77.59,Bengaluru,1,52,Winter,0,0.76,0.62,26.3,25.88
2022-01-02,27.0,16.2,0.0,12.97,77.59,Bengaluru,1,52,Winter,0,0.76,0.56,26.2,25.9
2022-01-03,26.9,15.6,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.76,0.42,26.31,25.96
2022-01-04,26.5,16.3,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.76,0.38,26.37,25.95
2022-01-05,26.4,14.8,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.76,0.35,26.41,25.97
2022-01-06,27.0,16.1,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.67,0.35,26.56,25.99
2022-01-07,26.3,17.3,0.1,12.97,77.59,Bengaluru,1,1,Winter,0,0.34,0.35,26.57,25.97
2022-01-08,27.0,17.8,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.01,0.34,26.73,25.98
2022-01-09,27.0,17.1,0.0,12.97,77.59,Bengaluru,1,1,Winter,0,0.01,0.34,26.73,26.01
2022-01-10,27.0,17.1,0.2,12.97,77.59,Bengaluru,1,2,Winter,0,0.04,0.27,26.74,26.07
2022-01-11,27.9,16.3,0.1,12.97,77.59,Bengaluru,1,2,Winter,0,0.06,0.26,26.94,26.16
2022-01-12,27.1,18.1,0.2,12.97,77.59,Bengaluru,1,2,Winter,0,0.09,0.22,27.04,26.22
2022-01-13,27.4,17.1,0.0,12.97,77.59,Bengaluru,1,2,Winter,0,0.09,0.2,27.1,26.3
2022-01-14,27.3,17.6,0.0,12.97,77.59,Bengaluru,1,2,Winter,0,0.07,0.2,27.24,26.37
2022-01-15,28.2,16.2,0.0,12.97,77.59,Bengaluru,1,2,Winter,0,0.07,0.2,27.41,26.46
2022-01-16,27.0,18.2,0.5,12.97,77.59,Bengaluru,1,2,Winter,0,0.14,0.21,27.41,26.5
2022-01-17,26.8,17.3,0.2,12.97,77.59,Bengaluru,1,3,Winter,0,0.14,0.22,27.39,26.55
2022-01-18,27.3,16.0,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.13,0.22,27.3,26.65
2022-01-19,27.1,15.8,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.1,0.22,27.3,26.74
2022-01-20,28.2,13.8,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.1,0.22,27.41,26.85
2022-01-21,30.2,15.2,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.1,0.22,27.83,27.01
2022-01-22,29.2,14.4,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.1,0.22,27.97,27.11
2022-01-23,28.5,14.5,0.0,12.97,77.59,Bengaluru,1,3,Winter,0,0.03,0.22,28.19,27.17
2022-01-24,27.5,13.8,0.0,12.97,77.59,Bengaluru,1,4,Winter,0,0.0,0.22,28.29,27.16
2022-01-25,27.6,14.2,0.0,12.97,77.59,Bengaluru,1,4,Winter,0,0.0,0.22,28.33,27.16
2022-01-26,27.4,16.8,0.0,12.97,77.59,Bengaluru,1,4,Winter,0,0.0,0.22,28.37,27.2
2022-01-27,25.2,17.4,2.3,12.97,77.59,Bengaluru,1,4,Winter,0,0.33,0.3,27.94,27.17
2022-01-28,26.6,17.1,0.0,12.97,77.59,Bengaluru,1,4,Winter,0,0.33,0.3,27.43,27.19
2022-01-29,27.9,16.0,0.0,12.97,77.59,Bengaluru,1,4,Winter,0,0.33,0.28,27.24,27.25
2022-01-30,28.2,17.1,0.2,12.97,77.59,Bengaluru,1,4,Winter,0,0.36,0.2,27.2,27.32
2022-01-31,29.7,17.9,0.0,12.97,77.59,Bengaluru,1,5,Winter,0,0.36,0.13,27.51,27.45
2022-02-01,29.5,18.2,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.36,0.13,27.79,27.53
2022-02-02,29.9,16.7,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.36,0.13,28.14,27.63
2022-02-03,29.0,16.7,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.03,0.13,28.69,27.71
2022-02-04,29.4,15.5,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.03,0.13,29.09,27.81
2022-02-05,29.7,16.2,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.03,0.13,29.34,27.9
2022-02-06,28.3,17.6,0.0,12.97,77.59,Bengaluru,2,5,Winter,0,0.0,0.12,29.36,27.97
2022-02-07,29.0,18.5,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.12,29.26,28.04
2022-02-08,28.8,16.2,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.12,29.16,28.1
2022-02-09,28.6,15.4,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.12,28.97,28.15
2022-02-10,28.9,15.9,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.11,28.96,28.18
2022-02-11,29.1,15.9,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.11,28.91,28.25
2022-02-12,28.8,16.3,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.11,28.79,28.3
2022-02-13,28.6,16.2,0.0,12.97,77.59,Bengaluru,2,6,Winter,0,0.0,0.11,28.83,28.34
2022-02-14,28.3,15.9,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.11,28.73,28.34
2022-02-15,28.7,17.0,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.09,28.71,28.4
2022-02-16,29.5,16.0,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.08,28.84,28.49
2022-02-17,29.5,16.5,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.08,28.93,28.56
2022-02-18,29.4,15.2,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.08,28.97,28.64
2022-02-19,29.7,16.0,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.08,29.1,28.69
2022-02-20,30.8,16.0,0.0,12.97,77.59,Bengaluru,2,7,Winter,0,0.0,0.08,29.41,28.71
2022-02-21,31.5,17.0,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.08,29.87,28.79
2022-02-22,31.4,18.7,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.08,30.26,28.88
2022-02-23,29.9,17.0,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.08,30.31,28.96
2022-02-24,29.0,15.9,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.08,30.24,29.01
2022-02-25,30.7,14.7,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.08,30.43,29.12
2022-02-26,29.7,15.7,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.01,30.43,29.27
2022-02-27,30.0,17.4,0.0,12.97,77.59,Bengaluru,2,8,Winter,0,0.0,0.01,30.31,29.38
2022-02-28,29.4,16.0,0.0,12.97,77.59,Bengaluru,2,9,Winter,0,0.0,0.01,30.01,29.43
2022-03-01,30.1,17.0,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,29.83,29.5
2022-03-02,30.2,17.3,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,29.87,29.51
2022-03-03,30.5,16.4,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,30.09,29.55
2022-03-04,31.3,16.1,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,30.17,29.59
2022-03-05,30.9,15.9,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,30.34,29.66
2022-03-06,30.7,17.3,0.0,12.97,77.59,Bengaluru,3,9,Summer,0,0.0,0.0,30.44,29.7
2022-03-07,27.8,17.7,3.4,12.97,77.59,Bengaluru,3,10,Summer,0,0.49,0.11,30.21,29.64
2022-03-08,30.2,17.3,0.1,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,30.23,29.7
2022-03-09,31.8,17.6,0.0,12.97,77.59,Bengaluru,3,10,Summer,0,0.5,0.12,30.46,29.79
